name,price,url,image_url,type,size,vivino_score
Mission St Vincent Bordeaux 3L,16.99,https://www.carrefour.be/fr/mission-st-vincent-bordeaux-3l/06483907.html,https://cdn.carrefour.eu/420_06483907_SAP_10000000000264289.webp,Red,Box,3.6
Lisbonne Pica Pau Reserva Rouge 75cl,6.99,https://www.carrefour.be/fr/lisbonne-pica-pau-reserva-rouge-75cl/06840446.html,https://cdn.carrefour.eu/420_06840446_T1.webp,Red,75cl,3.9
Marqués de Cáceres Rioja Crianza 6x75cl,59.94,https://www.carrefour.be/fr/marques-de-caceres-rioja-crianza-6x75cl/01107649.html,https://cdn.carrefour.eu/420_01107649_M1_20220809.webp,Red,75cl,3.7
Beaujolais Nouveau Rouge 75cl,4.99,https://www.carrefour.be/fr/beaujolais-nouveau-rouge-75cl/04775509.html,https://cdn.carrefour.eu/420_04775509_M1_20231005.webp,Red,75cl,3.1
Jacob's Creek Classic Pinot Grigio Blanc 75cl,8.49,https://www.carrefour.be/fr/jacobs-creek-classic-pinot-grigio-blanc-75cl/06481677.html,https://cdn.carrefour.eu/420_06481677.webp,White,75cl,3.4
Chablis Magnum AOC Blanc 1.5L,29.99,https://www.carrefour.be/fr/chablis-magnum-aoc-blanc-1.5l/07248739.html,https://cdn.carrefour.eu/420_07248739_M1_20250514.webp,White,Other,3.8
Blanco Chardonnay 75 cl,7.99,https://www.carrefour.be/fr/blanco-chardonnay-75-cl/06198195.html,https://cdn.carrefour.eu/420_06198195_T1.webp,White,75cl,3.6
Moselle Domaines Vinsmoselle Pinot Gris Blanc 75cl,6.99,https://www.carrefour.be/fr/moselle-domaines-vinsmoselle-pinot-gris-blanc-75cl/01334059.html,https://cdn.carrefour.eu/420_01334059_M1_20251114.webp,White,75cl,3.5
Frace Pessac-Légnan Château de Cruzeau Blanc 75cl,14.99,https://www.carrefour.be/fr/frace-pessac-legnan-chateau-de-cruzeau-blanc-75cl/07075842.html,https://cdn.carrefour.eu/420_07075842_M1_20240906.webp,White,75cl,3.8
Bourgogne Rully Domaine Marguerite Dupasquier Wit 75cl,14.99,https://www.carrefour.be/fr/bourgogne-rully-domaine-marguerite-dupasquier-wit-75cl/06581395.html,https://cdn.carrefour.eu/420_06581395_T1.webp,White,75cl,3.8
La Cave d'Augustin Florent Beaujolais Rouge 75 cl,5.49,https://www.carrefour.be/fr/la-cave-daugustin-florent-beaujolais-rouge-75-cl/04776292.html,https://cdn.carrefour.eu/420_04776292_M1_20251104.webp,Red,75cl,3.1
Bag in Box Domaine Lalande Sauvignon Blanc 3L,17.99,https://www.carrefour.be/fr/bag-in-box-domaine-lalande-sauvignon-blanc-3l/05289748.html,https://cdn.carrefour.eu/420_05289748.webp,White,Box,3.6
Navarra Sabasan Crianza Rouge 75cl,3.99,https://www.carrefour.be/fr/navarra-sabasan-crianza-rouge-75cl/07156053.html,https://cdn.carrefour.eu/420_07156053_M1_20250203.webp,Red,75cl,3.0
Cru Bourgeois Château Barreyres Haut-Médoc 75cl,13.99,https://www.carrefour.be/fr/cru-bourgeois-chateau-barreyres-haut-medoc-75cl/04810285.html,https://cdn.carrefour.eu/420_04810285_T1.webp,Red,75cl,3.8
Quay Landing Shiraz 75 cl,4.99,https://www.carrefour.be/fr/quay-landing-shiraz-75-cl/04031362.html,https://cdn.carrefour.eu/420_04031362_T1.webp,Red,75cl,3.2
Bordeaux Pessac-Léognan Les Clefs d'Argent de Léognan 75cl,11.59,https://www.carrefour.be/fr/bordeaux-pessac-leognan-les-clefs-dargent-de-leognan-75cl/06673733.html,https://cdn.carrefour.eu/420_06673733_M1_20210628.webp,Red,75cl,3.6
Touraine Sauvignon Signature de Loire Blanc 75cl,8.99,https://www.carrefour.be/fr/touraine-sauvignon-signature-de-loire-blanc-75cl/06966074.html,https://cdn.carrefour.eu/420_06966074_main_20230322_01_PM.webp,White,75cl,3.9
Le Pas du Templier Minervois 75cl,3.99,https://www.carrefour.be/fr/le-pas-du-templier-minervois-75cl/05862513.html,https://cdn.carrefour.eu/420_05862513_T1.webp,Red,75cl,3.1
La Cave d'Augustin Florent Bergerac 75 cl,5.99,https://www.carrefour.be/fr/la-cave-daugustin-florent-bergerac-75-cl/04411902.html,https://cdn.carrefour.eu/420_04411902_T1.webp,Red,75cl,3.4
Valencia Utiel-Requena Pena Tejo Blanc 75 cl,4.99,https://www.carrefour.be/fr/valencia-utiel-requena-pena-tejo-blanc-75-cl/06574306.html,https://cdn.carrefour.eu/420_06574306_M1_20210105.webp,White,75cl,
Cinsault Grenache Boulaouane Vin Gris 75cl,5.99,https://www.carrefour.be/fr/cinsault-grenache-boulaouane-vin-gris-75cl/01163285.html,https://cdn.carrefour.eu/420_01163285_T1.webp,Rosé,75cl,3.1
Ventoux Vin Biologique 75 cl,5.99,https://www.carrefour.be/fr/ventoux-vin-biologique-75-cl/06758554.html,https://cdn.carrefour.eu/420_06758554_T1.webp,Red,75cl,
Domaine Boyar Ethno Sauvignon Blanc 75 cl,4.99,https://www.carrefour.be/fr/domaine-boyar-ethno-sauvignon-blanc-75-cl/06648319.html,https://cdn.carrefour.eu/420_06648319_M1_20210823.webp,White,75cl,3.2
Grain de Gris - Bio Sable de Camargue 75 cl,8.09,https://www.carrefour.be/fr/grain-de-gris---bio-sable-de-camargue-75-cl/06210683.html,https://cdn.carrefour.eu/420_06210683_T1.webp,Rosé,75cl,3.6
La Cave d'Augustin Florent Beaujolais Villages Rouge 75 cl,5.99,https://www.carrefour.be/fr/la-cave-daugustin-florent-beaujolais-villages-rouge-75-cl/04775160.html,https://cdn.carrefour.eu/420_04775160_M1_20231005.webp,Red,75cl,3.4
Quinta Da Lapa Alvarinho Blanc 75 cl,7.99,https://www.carrefour.be/fr/quinta-da-lapa-alvarinho-blanc-75-cl/06791706.html,https://cdn.carrefour.eu/420_06791706_T1.webp,White,75cl,3.8
Cépage Merlot Vin sans Alcool Rouge 20cl,2.15,https://www.carrefour.be/fr/cepage-merlot-vin-sans-alcool-rouge-20cl/05417730.html,https://cdn.carrefour.eu/420_05417730_M1_20250722.webp,Red,Other,2.1
Château Le Grand Verdus Bordeaux Supérieur 375 ml,4.99,https://www.carrefour.be/fr/chateau-le-grand-verdus-bordeaux-superieur-375-ml/05202877.html,https://cdn.carrefour.eu/420_05202877_T1.webp,Red,Other,3.5
Quintana Malbec Rood 75cl,5.99,https://www.carrefour.be/fr/quintana-malbec-rood-75cl/07034318.html,https://cdn.carrefour.eu/420_07034318_main_20231218_01_PM.webp,Red,75cl,3.1
Etas-Unis d'Amerique Green Forest Chardonnay Blanc 75cl,4.99,https://www.carrefour.be/fr/etas-unis-damerique-green-forest-chardonnay-blanc-75cl/04031494.html,https://cdn.carrefour.eu/420_04031494_T1.webp,White,75cl,
Martina Vermentino Toscana Piccini Rosé 75cl,9.99,https://www.carrefour.be/fr/martina-vermentino-toscana-piccini-rose-75cl/07224542.html,https://cdn.carrefour.eu/420_07224542_M1_20250514.webp,Rosé,75cl,3.8
Coteaux d'Aix-en-Provence Garrigue Rosé Bio 75cl,8.49,https://www.carrefour.be/fr/coteaux-daix-en-provence-garrigue-rose-bio-75cl/06675891.html,https://cdn.carrefour.eu/420_06675891_M1_20220927.webp,Rosé,75cl,3.9
Santa Rita 120 Reserva Especial Chardonnay 375 ml,3.99,https://www.carrefour.be/fr/santa-rita-120-reserva-especial-chardonnay-375-ml/01507060.html,https://cdn.carrefour.eu/420_01507060_T1.webp,White,Other,3.3
Alsace Louis Engler Pinot Blanc 75cl,8.99,https://www.carrefour.be/fr/alsace-louis-engler-pinot-blanc-75cl/07094138.html,https://cdn.carrefour.eu/420_07094138_M1_20240703.webp,White,75cl,3.6
La Cave d'Augustin Florent Cahors 75 cl,4.99,https://www.carrefour.be/fr/la-cave-daugustin-florent-cahors-75-cl/04011003.html,https://cdn.carrefour.eu/420_04011003_T1.webp,Red,75cl,3.4
Beaujolais Des Pierres Dorées Chardonnay Blanc 75cl,9.99,https://www.carrefour.be/fr/beaujolais-des-pierres-dorees-chardonnay-blanc-75cl/07015910.html,https://cdn.carrefour.eu/420_07015910_M1_20231226.webp,White,75cl,
IGP Puglia Primitivo Nostre Terre Rouge 75cl,7.99,https://www.carrefour.be/fr/igp-puglia-primitivo-nostre-terre-rouge-75cl/06997321.html,https://cdn.carrefour.eu/420_06997321_M1_20240125.webp,Red,75cl,3.5
JP. Chenet Chardonnay Vin sans Alcool Blanc 75cl,6.19,https://www.carrefour.be/fr/jp.-chenet-chardonnay-vin-sans-alcool-blanc-75cl/07096990.html,https://cdn.carrefour.eu/420_07096990_M1_20240514.webp,White,75cl,
Château Le Grand Verdus Réserve Bordeaux Supérieur 6x75cl,53.94,https://www.carrefour.be/fr/chateau-le-grand-verdus-reserve-bordeaux-superieur-6x75cl/05071324.html,https://cdn.carrefour.eu/420_05071324_T1.webp,Red,75cl,4.0
Australie Cabernet Sauvignon 75cl,6.99,https://www.carrefour.be/fr/australie-cabernet-sauvignon-75cl/04921470.html,https://cdn.carrefour.eu/420_04921470_T1.webp,Red,75cl,3.5
Pecorino Spinelli Val di Fara Blanc 75cl,4.99,https://www.carrefour.be/fr/pecorino-spinelli-val-di-fara-blanc-75cl/06981148.html,https://cdn.carrefour.eu/420_06981148_M1_20230714.webp,White,75cl,3.2
Polkadraai Sauvignon Blanc Chenin Blanc 75cl,8.49,https://www.carrefour.be/fr/polkadraai-sauvignon-blanc-chenin-blanc-75cl/05875747.html,https://cdn.carrefour.eu/420_05875747_T1.webp,White,75cl,3.5
Naterra bio 75cl,4.99,https://www.carrefour.be/fr/naterra-bio-75cl/06207808.html,https://cdn.carrefour.eu/420_06207808_T01.webp,Red,75cl,3.4
Château Picon Bordeaux supérieur Rouge 75cl,6.99,https://www.carrefour.be/fr/chateau-picon-bordeaux-superieur-rouge-75cl/04963251.html,https://cdn.carrefour.eu/420_04963251_T1.webp,Red,75cl,3.5
Jurançon Cuvée du Baptême,9.49,https://www.carrefour.be/fr/jurancon-cuvee-du-bapteme/04810267.html,https://cdn.carrefour.eu/420_04810267.webp,White,Other,3.8
Stony Cape Chardonnay 37.5 cl,3.99,https://www.carrefour.be/fr/stony-cape-chardonnay-37.5-cl/05440554.html,https://cdn.carrefour.eu/420_05440554_T1.webp,White,Other,2.9
Côtes de Provence 75 cl,9.99,https://www.carrefour.be/fr/cotes-de-provence-75-cl/06394681.html,https://cdn.carrefour.eu/420_06394681_T1.webp,Rosé,75cl,4.1
Vintense Cabernet Sauvignon Sans Alcool 75cl,6.19,https://www.carrefour.be/fr/vintense-cabernet-sauvignon-sans-alcool-75cl/05794925.html,https://cdn.carrefour.eu/420_05794925_M1_20241214.webp,Red,75cl,2.0
Languedoc Saint-Chinian-Roquebrun Terrasses de Maynard,9.99,https://www.carrefour.be/fr/languedoc-saint-chinian-roquebrun-terrasses-de-maynard/05593671.html,https://cdn.carrefour.eu/420_05593671_T1.webp,Red,Other,3.8
Italie Medalla Real Reserva Chardonnay 75cl,8.99,https://www.carrefour.be/fr/italie-medalla-real-reserva-chardonnay-75cl/06615206.html,https://cdn.carrefour.eu/420_06615206_T1.webp,White,75cl,3.8
Douro Eagle Blanc 75cl,7.99,https://www.carrefour.be/fr/douro-eagle-blanc-75cl/06961237.html,https://cdn.carrefour.eu/420_06961237_M1_20230703.webp,White,75cl,3.5
Côtes du Rhône Primeur Rouge 75cl,2.99,https://www.carrefour.be/fr/cotes-du-rhone-primeur-rouge-75cl/04775104.html,https://cdn.carrefour.eu/420_04775104_M1_20251106.webp,Red,75cl,
La Cave D'augustin Florent Montagny 75cl,11.99,https://www.carrefour.be/fr/la-cave-daugustin-florent-montagny-75cl/06887639.html,https://cdn.carrefour.eu/420_06887639_M1_20220822.webp,White,75cl,3.5
Bordeaux Mouton Cadet Rosé 75cl,8.99,https://www.carrefour.be/fr/bordeaux-mouton-cadet-rose-75cl/07001071.html,https://cdn.carrefour.eu/420_07001071_M1_20231127.webp,Rosé,75cl,3.4
Xistus Rouge 75cl,3.99,https://www.carrefour.be/fr/xistus-rouge-75cl/07017025.html,https://cdn.carrefour.eu/420_07017025_M1_20231222.webp,Red,75cl,3.5
Chardonnay Sans Alcool 0% Blanc 75cl,6.99,https://www.carrefour.be/fr/chardonnay-sans-alcool-0-blanc-75cl/07112200.html,https://cdn.carrefour.eu/420_07112200_M1_20240514.webp,White,75cl,
SAUV. BL S/ALC 6X,37.14,https://www.carrefour.be/fr/sauv.-bl-s%2Falc-6x/05794143.html,https://cdn.carrefour.eu/420_05794143_M1_20220818.webp,White,Other,4.1
Sayanca Chardonnay Blanc 75cl,7.99,https://www.carrefour.be/fr/sayanca-chardonnay-blanc-75cl/06857730.html,https://cdn.carrefour.eu/420_06857730_main_20220623_01_PM.webp,White,75cl,3.5
Caliterra Reserva Carmenere Rouge 75cl,8.99,https://www.carrefour.be/fr/caliterra-reserva-carmenere-rouge-75cl/07110253.html,https://cdn.carrefour.eu/420_07110253_M1_20240514.webp,Red,75cl,3.8
La Cave d'Augustin Florent Les pierrasques Côtes du Rhône 37.5 cl,2.99,https://www.carrefour.be/fr/la-cave-daugustin-florent-les-pierrasques-cotes-du-rhone-37.5-cl/04404739.html,https://cdn.carrefour.eu/420_04404739_T1.webp,Red,Other,3.4
Sauvignon Blanc Alcohol Free 75 cl,5.99,https://www.carrefour.be/fr/sauvignon-blanc-alcohol-free-75-cl/06449817.html,https://cdn.carrefour.eu/420_06449817_T1.webp,White,75cl,1.9
Bordeaux Margaux Château Haut-Tayac l'Impératrice Rouge 75cl,17.99,https://www.carrefour.be/fr/bordeaux-margaux-chateau-haut-tayac-limperatrice-rouge-75cl/05276973.html,https://cdn.carrefour.eu/420_05276973_T1.webp,Red,75cl,3.8
Poggio Scudieri Barolo Meditari Rouge 75cl,25.99,https://www.carrefour.be/fr/poggio-scudieri-barolo-meditari-rouge-75cl/07190781.html,https://cdn.carrefour.eu/420_07190781_M1_20250514.webp,Red,75cl,
Talamanca Chile Chardonnay Blanc 75cl,6.99,https://www.carrefour.be/fr/talamanca-chile-chardonnay-blanc-75cl/07155925.html,https://cdn.carrefour.eu/420_07155925_T1.webp,White,75cl,3.4
Piccini Vernaccia Di San Gimignano D.O.C Blanc 75cl,4.99,https://www.carrefour.be/fr/piccini-vernaccia-di-san-gimignano-d.o.c-blanc-75cl/05481380.html,https://cdn.carrefour.eu/420_05481380_M1_20250514.webp,White,75cl,3.3
Laborie Impossible Red Rouge 75cl,8.99,https://www.carrefour.be/fr/laborie-impossible-red-rouge-75cl/07278268.html,https://cdn.carrefour.eu/420_07278268_M1_20251106.webp,Red,75cl,3.8
Ribera Del Duero Viña Espolón Rouge 75cl,4.99,https://www.carrefour.be/fr/ribera-del-duero-vi%C3%B1a-espol%C3%B3n-rouge-75cl/07156051.html,https://cdn.carrefour.eu/420_07156051_M1_20241014.webp,Red,75cl,3.2
Beaujolais Nouveau Rouge 75 cl,8.49,https://www.carrefour.be/fr/beaujolais-nouveau-rouge-75-cl/06519134.html,https://cdn.carrefour.eu/420_06519134_main_20211013_01_PM.webp,Red,75cl,3.1
Bordeaux Château Reignac de Tizac Rouge 75cl,6.99,https://www.carrefour.be/fr/bordeaux-chateau-reignac-de-tizac-rouge-75cl/07043142.html,https://cdn.carrefour.eu/420_07043142_M1_20231204.webp,Red,75cl,3.7
Namur Domaine Ry d'Argent Le Bon Goût des Belges Blanc 75cl,12.99,https://www.carrefour.be/fr/namur-domaine-ry-dargent-le-bon-gout-des-belges-blanc-75cl/06195773.html,https://cdn.carrefour.eu/420_06195773_T1.webp,White,75cl,3.3
Château Montaud Côtes de Provence 375 ml,6.99,https://www.carrefour.be/fr/chateau-montaud-cotes-de-provence-375-ml/00967868.html,https://cdn.carrefour.eu/420_00967868_M1_20241219.webp,Rosé,Other,3.6
Château de Gaudou Cahors Malbec - Merlot 75 cL,7.49,https://www.carrefour.be/fr/chateau-de-gaudou-cahors-malbec---merlot-75-cl/05610572.html,https://cdn.carrefour.eu/420_05610572_T1.webp,Red,75cl,4.0
Baron de la Varière Anjou 750 ml,7.49,https://www.carrefour.be/fr/baron-de-la-variere-anjou-750-ml/04939822.html,https://cdn.carrefour.eu/420_04939822_T1.webp,White,Other,3.4
Amicone Rouge 1.5 L,18.99,https://www.carrefour.be/fr/amicone-rouge-1.5-l/06232860.html,https://cdn.carrefour.eu/420_06232860_T1.webp,Red,Other,
Jacob's Creek Classic Crisp Rosé 75cl,8.49,https://www.carrefour.be/fr/jacobs-creek-classic-crisp-rose-75cl/05934749.html,https://cdn.carrefour.eu/420_05934749_T01.webp,Rosé,75cl,3.6
Famille Cattin Crément D'alsace Brut Rosé 75cl,11.99,https://www.carrefour.be/fr/famille-cattin-crement-dalsace-brut-rose-75cl/07104320.html,https://cdn.carrefour.eu/420_07104320_M1_20240704.webp,Rosé,75cl,
Cuvée d'Automne Saint Joseph Blanc 75cl,15.99,https://www.carrefour.be/fr/cuvee-dautomne-saint-joseph-blanc-75cl/07108714.html,https://cdn.carrefour.eu/420_07108714_20240704_01_PM.webp,White,75cl,3.9
Prieur de Meyney Saint-Estephe Rouge 75cl,23.99,https://www.carrefour.be/fr/prieur-de-meyney-saint-estephe-rouge-75cl/07190617.html,https://cdn.carrefour.eu/420_07190617_M1_20250514.webp,Red,75cl,3.9
Cantine-Di-Ora Amicale Rouge 375ml,5.99,https://www.carrefour.be/fr/cantine-di-ora-amicale-rouge-375ml/07101211.html,https://cdn.carrefour.eu/420_07101211_M1_20241112.webp,Red,Other,
Côtes du Rhône Primeur Rouge 75cl,2.99,https://www.carrefour.be/fr/cotes-du-rhone-primeur-rouge-75cl/04883787.html,https://cdn.carrefour.eu/420_04883787_M1_20251106.webp,Red,75cl,
Rosé 75cl,6.69,https://www.carrefour.be/fr/rose-75cl/04389666.html,https://cdn.carrefour.eu/420_04389666_T1.webp,Rosé,75cl,4.1
Jean Bouchard Mercurey Blanc 75 cl,21.99,https://www.carrefour.be/fr/jean-bouchard-mercurey-blanc-75-cl/05536367.html,https://cdn.carrefour.eu/420_05536367_T1.webp,White,75cl,3.8
Sangre de Toro 0% Alcool Blanc 75 cl,5.99,https://www.carrefour.be/fr/sangre-de-toro-0-alcool-blanc-75-cl/06238060.html,https://cdn.carrefour.eu/420_21693421_main_avant_BP.webp,White,75cl,3.5
San Pedro Syrah Rouge 75cl,6.69,https://www.carrefour.be/fr/san-pedro-syrah-rouge-75cl/04602034.html,https://cdn.carrefour.eu/420_04602034_T1.webp,Red,75cl,3.9
ö-61 Red Blend Rood 75cl,9.99,https://www.carrefour.be/fr/o-61-red-blend-rood-75cl/07089182.html,https://cdn.carrefour.eu/420_07089182_M1_20240514.webp,Red,75cl,4.0
Bourgogne Monthélie Camille Villard Rouge 75cl,24.99,https://www.carrefour.be/fr/bourgogne-monthelie-camille-villard-rouge-75cl/07190450.html,https://cdn.carrefour.eu/420_07190450_M1_20250514.webp,Red,75cl,3.9
Jacob's Creek Classic Sémillon-Chardonnay Blanc 75cl,8.49,https://www.carrefour.be/fr/jacobs-creek-classic-semillon-chardonnay-blanc-75cl/04031635.html,https://cdn.carrefour.eu/420_04031635_T1.webp,White,75cl,3.3
La Cave d'Augustin Florent Brouilly 75 cl,9.19,https://www.carrefour.be/fr/la-cave-daugustin-florent-brouilly-75-cl/05019187.html,https://cdn.carrefour.eu/420_05019187_T1.webp,Red,75cl,3.4
Languedoc La Clape La Bergerie Château Saint-Pierre 75cl,9.99,https://www.carrefour.be/fr/languedoc-la-clape-la-bergerie-chateau-saint-pierre-75cl/06201399.html,https://cdn.carrefour.eu/420_06201399.webp,Red,75cl,3.6
Closerie De Chantelauze Rouge 75cl,7.99,https://www.carrefour.be/fr/closerie-de-chantelauze-rouge-75cl/07109235.html,https://cdn.carrefour.eu/420_07109235_M1_20240514.webp,Red,75cl,4.1
Bonfils Château Capitoul Rouge 75cl,10.99,https://www.carrefour.be/fr/bonfils-chateau-capitoul-rouge-75cl/07109248.html,https://cdn.carrefour.eu/420_07109248_M1_20240514.webp,Red,75cl,3.7
Beaujolais Moulin à Vent Domaine AuCoeur Rouge 75cl,9.99,https://www.carrefour.be/fr/beaujolais-moulin-a-vent-domaine-aucoeur-rouge-75cl/05525440.html,https://cdn.carrefour.eu/420_05525440_T1.webp,Red,75cl,3.6
Château Tour de Pez Saint-Estèphe Rouge 75cl,18.99,https://www.carrefour.be/fr/chateau-tour-de-pez-saint-estephe-rouge-75cl/06708311.html,https://cdn.carrefour.eu/420_21257175_main_avant_BP.webp,Red,75cl,4.3
Moulin du Chateau La Lagune Rouge 75cl,21.99,https://www.carrefour.be/fr/moulin-du-chateau-la-lagune-rouge-75cl/07190584.html,https://cdn.carrefour.eu/420_07190584_M1_20250610.webp,Red,75cl,3.9
Rueda Tie Sauvignon Blanc 75cl,3.99,https://www.carrefour.be/fr/rueda-tie-sauvignon-blanc-75cl/07155954.html,https://cdn.carrefour.eu/420_07155954_M1_20241015.webp,White,75cl,3.7
Château Le Virou Blaye - Côtes de Bordeaux Blanc 750 ml,9.49,https://www.carrefour.be/fr/chateau-le-virou-blaye---cotes-de-bordeaux-blanc-750-ml/05749282.html,https://cdn.carrefour.eu/420_05749282_T1.webp,White,Other,3.7
Marqués de Cáceres Ecológico Rioja 75 cl,7.99,https://www.carrefour.be/fr/marques-de-caceres-ecol%C3%B3gico-rioja-75-cl/06391160.html,https://cdn.carrefour.eu/420_06391160_T1.webp,Red,75cl,3.7
Vallée du Rhône Vins sobres chateau Calvet rouge 75cl,9.99,https://www.carrefour.be/fr/vallee-du-rhone-vins-sobres-chateau-calvet-rouge-75cl/06874993.html,https://cdn.carrefour.eu/420_06874993_M1_20230807.webp,Red,75cl,
Cancellus Premium Tinto 75 cl,7.99,https://www.carrefour.be/fr/cancellus-premium-tinto-75-cl/06865892.html,https://cdn.carrefour.eu/420_06865892_M1_20230310.webp,Red,75cl,3.8
Saint-Nicolas de Bourgueil les Mélusines Rouge 75cl,7.99,https://www.carrefour.be/fr/saint-nicolas-de-bourgueil-les-melusines-rouge-75cl/05182961.html,https://cdn.carrefour.eu/420_05182961_T1.webp,Red,75cl,3.7
San Andrea Rosato Vino 150cl,5.99,https://www.carrefour.be/fr/san-andrea-rosato-vino-150cl/00925378.html,https://cdn.carrefour.eu/420_00925378_T1.webp,Rosé,Other,3.5
Avisanum Visan 75 cl,7.99,https://www.carrefour.be/fr/avisanum-visan-75-cl/04862514.html,https://cdn.carrefour.eu/420_04862514_T1.webp,Red,75cl,3.7
Le Morre Vermentino blanc,3.99,https://www.carrefour.be/fr/le-morre-vermentino-blanc/06981189.html,https://cdn.carrefour.eu/420_06981189_main_20230626_01_PM.webp,White,Other,2.9
Alentejo JP Ramos Reserva Rouge 75cl,6.99,https://www.carrefour.be/fr/alentejo-jp-ramos-reserva-rouge-75cl/05584384.html,https://cdn.carrefour.eu/420_05584384_M1_20210902.webp,Red,75cl,3.7
La Cave d'Augustin Florent Côtes du rhône villages laudun  75 cl,7.09,https://www.carrefour.be/fr/la-cave-daugustin-florent-cotes-du-rhone-villages-laudun--75-cl/04404692.html,https://cdn.carrefour.eu/420_04404692_T1.webp,Red,75cl,3.6
Côte du Rhône Tardieu-Laurent Rouge 75cl,8.99,https://www.carrefour.be/fr/cote-du-rhone-tardieu-laurent-rouge-75cl/06464266.html,https://cdn.carrefour.eu/420_06464266.webp,Red,75cl,3.7
La Cave d'Augustin Florent Saint-Chinian 75 cl,5.99,https://www.carrefour.be/fr/la-cave-daugustin-florent-saint-chinian-75-cl/00976941.html,https://cdn.carrefour.eu/420_00976941.webp,Red,75cl,3.3
La Cave d'Augustin Florent Buzet 75 cl,5.99,https://www.carrefour.be/fr/la-cave-daugustin-florent-buzet-75-cl/04801181.html,https://cdn.carrefour.eu/420_04801181_T1.webp,Red,75cl,3.4
Marqués de Cáceres Satinela Semi-Dulce Rioja 75 cl,6.99,https://www.carrefour.be/fr/marques-de-caceres-satinela-semi-dulce-rioja-75-cl/01217950.html,https://cdn.carrefour.eu/420_01217950_T1.webp,Red,75cl,3.9
Château Plantey Cru Bourgeois Pauillac 750 ml,19.99,https://www.carrefour.be/fr/chateau-plantey-cru-bourgeois-pauillac-750-ml/04985562.html,https://cdn.carrefour.eu/420_04985562_T1.webp,Red,Other,4.6
Malesan Bordeaux 75 cl,7.99,https://www.carrefour.be/fr/malesan-bordeaux-75-cl/01474816.html,https://cdn.carrefour.eu/420_01474816_T1.webp,Red,75cl,3.4
Casali del Barone 150+1 Piemonte DOC Barbera Rouge 75cl,8.99,https://www.carrefour.be/fr/casali-del-barone-1501-piemonte-doc-barbera-rouge-75cl/06044931.html,https://cdn.carrefour.eu/420_06044931_M1_20210825.webp,Red,75cl,3.9
Amabokoboko Cape White 750 ml,4.99,https://www.carrefour.be/fr/amabokoboko-cape-white-750-ml/05654077.html,https://cdn.carrefour.eu/420_05654077_T1.webp,White,Other,3.4
La Cave d'Augustin Florent Buzet 75 cl,6.49,https://www.carrefour.be/fr/la-cave-daugustin-florent-buzet-75-cl/04808470.html,https://cdn.carrefour.eu/420_04808470_T1.webp,Red,75cl,3.4
La Mancha Roble Rouge 75cl,6.49,https://www.carrefour.be/fr/la-mancha-roble-rouge-75cl/06844411.html,https://cdn.carrefour.eu/420_06844411_T1.webp,Red,75cl,3.0
Latte Cinsault et grenache 75 cl,4.49,https://www.carrefour.be/fr/latte-cinsault-et-grenache-75-cl/04677907.html,https://cdn.carrefour.eu/420_04677907_T1.webp,Red,75cl,3.5
Ventoux La Cave D'augustin Florent,4.99,https://www.carrefour.be/fr/ventoux-la-cave-daugustin-florent/06861919.html,https://cdn.carrefour.eu/420_06861919_M1_20221025.webp,Red,Other,3.3
d.o.c.g. Amarone Della Valpolicella Rouge 75cl,19.99,https://www.carrefour.be/fr/d.o.c.g.-amarone-della-valpolicella-rouge-75cl/06998562.html,https://cdn.carrefour.eu/420_06998562_main_20240404_01_PM.webp,Red,75cl,
Californie Green Forest Ruby Cabernet 75cl,4.99,https://www.carrefour.be/fr/californie-green-forest-ruby-cabernet-75cl/01424271.html,https://cdn.carrefour.eu/420_01424271_T1.webp,Red,75cl,3.3
Graves Château de Chantegrive Blanc 75cl,15.99,https://www.carrefour.be/fr/graves-chateau-de-chantegrive-blanc-75cl/07112397.html,https://cdn.carrefour.eu/420_07112397_M1_20240514.webp,White,75cl,3.8
Sparkling Rosé 0% Alcohol 75cl,6.49,https://www.carrefour.be/fr/sparkling-rose-0-alcohol-75cl/07105241.html,https://cdn.carrefour.eu/420_07105241_M1_20241112.webp,Rosé,75cl,3.6
Jacob's Creek Classic Merlot Rouge 75cl,8.49,https://www.carrefour.be/fr/jacobs-creek-classic-merlot-rouge-75cl/04005613.html,https://cdn.carrefour.eu/420_04005613_T01.webp,Red,75cl,3.4
Pico Andino Chardonnay 75cl,3.99,https://www.carrefour.be/fr/pico-andino-chardonnay-75cl/06887987.html,https://cdn.carrefour.eu/420_06887987_M1_20220901.webp,White,75cl,3.5
Plaimont Madiran 6x75cl,47.94,https://www.carrefour.be/fr/plaimont-madiran-6x75cl/01231167.html,https://cdn.carrefour.eu/420_01231167_T1.webp,Red,75cl,3.5
Baron Eugène Bordeaux Supérieur 75 cl,7.99,https://www.carrefour.be/fr/baron-eugene-bordeaux-superieur-75-cl/06844672.html,https://cdn.carrefour.eu/420_06844672_T1.webp,Red,75cl,3.5
Sayanca Malbec Rouge 75cl,7.99,https://www.carrefour.be/fr/sayanca-malbec-rouge-75cl/06857732.html,https://cdn.carrefour.eu/420_21786954_main_avant_BP.webp,Red,75cl,3.6
Les Grands Ducs Saint-Julien Rouge 750 ml,19.99,https://www.carrefour.be/fr/les-grands-ducs-saint-julien-rouge-750-ml/05536398.html,https://cdn.carrefour.eu/420_05536398_T1.webp,Red,Other,3.8
